1.0,0.07172914,-0.04105727,0.005271834,-0.027574552,0.2371105,-0.27417478,0.4949683,-0.16035372,0.11562526,0.17210342,0.33547238,-0.12959614,-0.1460819,-0.2904614,0.26973742,0.1305601,-0.17812549,-0.028510943,-0.098188736,0.21120617,0.10978619,0.38361418,-0.024218205,-0.26547265,0.077078246,0.52565527,-0.013004833,-0.06393658,-0.0010575178,0.13997951,-0.2334008,-0.055924315,-0.17033184,0.15486388,-0.04543065,0.375105,0.38398188,0.020685682,0.13463132,-0.21293102,-0.23138934,0.1281508,-0.119696975,-0.15996094,0.31599826,-0.0056671035,0.16926636,-0.16073847,0.069958046,-0.085257754,0.07651251,-0.007932812,0.0492266,-0.06060969,0.25059077,-0.031159466,0.23106578,-0.37451085,-0.1385944,-0.15968819,-0.09835116,0.04277098,0.1829283,-0.03236179,-0.04142005,-0.10515491,0.13824736,-0.031818602,0.05221727,0.08651464,0.2274878,-0.04481232,-0.067367636,0.29890704,0.13521187,0.26722172,-0.009319601,0.0006482114,0.12900798,-0.13368553,-0.09282846,-0.24437124,-0.31293547,0.10938293,0.08587051,-0.032644026,-0.29100335,-0.1127566,0.25135267,0.0926437,-0.26678014,-0.16573851,-0.05088093,-0.09230667,-0.15029937,0.21589036,-0.17826842,-0.14748785,0.09056177,-0.04257819,-0.21044351,0.05056204,0.13087377,0.08551929,0.0776313,0.07415986,-0.13824192,0.03300671,-0.14514938,-0.18292303,0.13736016,0.1628378,-0.13901423,0.010609732,0.16470395,-0.027054919,0.09695951,-0.11436236,-0.12611862,0.1928367,-0.16676219,-0.26485926,-0.01956445,0.030387722,-0.15658441,-0.24004887,0.07044509,-0.042543467
4.0,0.303002,0.01017073,-0.052539878,-0.0398464,0.0825457,-0.34601313,0.42210808,-0.13808759,-0.12127779,0.11281344,0.24909501,-0.17488302,-0.13242027,-0.21418041,0.27523375,0.050918907,-0.018355742,-0.10462455,-0.1797979,0.34081978,0.008673359,0.1335075,-0.23043425,-0.21817364,-0.17344853,0.36949825,-0.102204695,-0.0028953974,0.15072279,-0.022411497,-0.15523545,-0.027677974,-0.30878696,0.027203152,-0.117174186,0.36401764,0.51050377,-0.049846366,0.060532603,-0.18592617,-0.3385349,0.0072139,0.07470808,-0.08727771,0.16293326,-0.28597605,-0.21198395,-0.26463696,0.3007013,-0.10474056,-0.27208602,-0.18933718,0.14009874,0.18707809,0.28099906,-0.06125084,0.49019244,-0.3582215,-0.12410231,0.06458894,0.008668949,0.049973745,0.07389178,-0.36963454,0.054631736,-0.35299948,0.11558682,-0.09855765,0.21160418,0.19875169,0.3460482,-0.06035914,-0.11488111,0.31192544,0.07087205,0.09046691,0.12161868,-0.12967993,0.21064477,0.108226255,0.057870034,-0.40366542,-0.12480132,0.110184245,0.084576115,0.32958376,-0.31217247,-0.25826538,0.19170533,0.10351579,-0.13795292,0.021000938,-0.38681522,-0.26065996,-0.19240782,0.32327047,-0.2293543,-0.28960168,-0.10209073,-0.009622501,-0.5681904,-0.056399927,0.012648815,-0.0036970526,0.16258574,0.116107255,0.039136853,-0.10915771,-0.10215864,-0.15455012,0.13063872,0.17942451,0.08745676,0.29694417,0.14414804,0.07324985,-0.12746814,-0.18501654,-0.15201424,0.079233006,0.024060918,-0.15164794,-0.16412337,-0.10062252,-0.022783125,-0.23409356,0.042917322,0.099443905
5.0,0.028948056,0.24857455,0.038335297,0.32944813,0.21257193,-0.28130198,0.59103537,0.036878087,-0.010803581,-0.13115096,-0.08734472,-0.24009216,-0.100792974,-0.26379696,0.026827537,-0.052633688,-0.3217413,-0.16667464,-0.32744652,0.22798784,0.05492488,0.1824151,-0.30293977,-0.3246939,-0.1591298,0.503242,-0.00080486457,-0.13385916,0.056089696,0.12726352,-0.2567292,-0.27456594,-0.2449355,-0.08332938,-0.03956802,0.52728647,0.41576356,-0.004804944,0.27108595,-0.34367624,-0.19389054,0.11107515,0.13481268,0.07273101,-0.013370484,-0.3423323,-0.03430769,-0.027696403,0.08746978,0.010382599,0.04783463,-0.14990395,0.43801916,0.24146768,0.20312995,0.019264372,0.228793,-0.28205422,0.029887255,0.112125985,-0.056310587,0.09072144,0.15899922,-0.11250997,-0.13701166,-0.2655148,0.19453476,-0.22770774,0.3353679,0.063127406,0.26383525,-0.1764224,-0.059351638,0.35172653,0.09402311,0.2753183,-0.054672316,-0.030010631,0.17105328,0.12608717,-0.028446782,-0.025671823,-0.40312424,-0.012276283,-0.0669866,-0.074455656,0.02045746,-0.036688764,0.09079421,0.24117054,-0.33200577,-0.008617846,-0.36181954,-0.31719866,-0.16077796,0.31599838,-0.09015421,-0.26079285,0.00069023715,-0.31294456,-0.6057317,-0.20380643,0.33397287,0.30859342,0.05042102,0.06410284,0.052983057,-0.031318426,0.0864948,-0.014458841,0.1439521,0.14378141,0.03536606,0.45405537,0.31577292,-0.042146754,-0.14323221,-0.060988043,-0.21266492,-0.088361114,-0.16435735,-0.21532153,-0.087572865,0.049113158,0.05290214,-0.5830082,0.24956052,-0.071181074
7.0,0.24305537,0.037078764,-0.13530104,-0.15334718,-0.086475745,-0.11973077,-0.05388345,0.0058369907,0.22465073,0.23040915,0.10409946,0.023004547,-0.19338922,-0.15942496,0.34975916,0.26197806,-0.24621308,-0.2993179,0.11935338,-0.0392961,0.0657322,0.30583784,-0.008738939,-0.40659735,-0.32105747,0.09443986,-0.10293973,-0.06899745,0.15503958,-0.17503476,0.16710621,0.0502388,0.10359175,-0.20621778,-0.09962163,0.12190443,0.0030568682,0.10395984,-0.10946364,0.13622864,0.10289602,0.119480886,-0.13876513,0.16062538,0.06925966,0.13176773,-0.018761234,0.08644458,-0.13987161,0.03334386,0.0987291,0.17043157,0.15685584,-0.08747469,-0.19370498,-0.1694395,-0.06330401,-0.004084582,0.22461581,0.023062866,-0.2197067,0.0086051095,-0.077426635,-0.10685969,0.0666635,-0.087425105,-0.00017790866,0.004858551,-0.20919605,0.20966737,-0.16112247,-0.21506062,-0.017460637,-0.12123591,-0.087417364,-0.12730357,-0.3219405,-0.13283792,-0.3901672,-0.027934069,0.10401344,-0.11204842,-0.22124915,0.14492013,0.19329111,0.34754267,0.523603,0.13624044,-0.12059177,0.058311623,-0.29309142,-0.061483454,0.56289977,-0.12595871,0.3340668,0.09128211,0.3385124,0.09086708,-0.19418265,0.011353828,-0.2225437,-0.16408513,-0.027181609,-0.023637956,0.20676298,-0.09182827,-0.14936373,0.26523992,0.3229007,-0.050648328,0.2137797,-0.14733405,-0.07249311,-0.110584036,-0.27548057,0.07482255,-0.024116185,0.33021715,-0.024264554,-0.111294314,-0.24880983,-0.1707834,-0.21068251,0.06986653,-0.33373106,-0.5079987,-0.3604303,0.0896263
9.0,0.13810931,-0.25263178,-0.14844246,0.1572605,0.43372583,-0.14535311,-0.045448393,-0.23714457,-0.3792996,0.1630222,0.06949946,0.0323877,-0.4543571,-0.1803277,0.21458544,0.22472551,-0.37333673,-0.23452145,0.015511825,0.06572879,0.29984123,-0.04297575,-0.12590012,-0.15566905,-0.20374283,0.08862647,-0.14705154,-0.029028017,0.100162156,-0.25411087,0.043315075,0.110755436,0.012554347,0.07605222,0.028029464,0.16754502,0.08904384,-0.038722448,-0.07639301,0.30064106,0.0687448,0.044465095,0.06358299,0.08828542,0.1483741,0.32333273,-0.22423708,0.17933714,-0.050765645,0.14462571,0.03836759,0.014131994,0.3275372,-0.005044567,-0.24619941,0.046272237,0.1625842,0.08961568,-0.09694912,0.23414929,-0.16987011,-0.049381424,-0.06718499,-0.05114045,0.3639854,-0.2279259,0.3120746,-0.11932606,-0.24324526,-0.1525778,0.22208378,-0.37432575,-0.21185051,-0.02538819,0.0027757012,-0.048304383,-0.12699144,-0.059261665,-0.31514013,-0.04598121,-0.12147059,-0.121737994,-0.05044954,0.38939273,0.053238016,0.33170855,0.04749413,-0.06232328,-0.10224495,0.043231968,-0.23717909,0.18221271,0.4075383,-0.059238296,0.15079471,0.15198189,0.25798383,0.020497138,-8.707137e-05,-0.020805009,-0.1406101,0.02832795,-0.20654577,0.2685205,0.19178706,-0.15918598,0.013896714,0.23963293,0.24540003,0.11084865,-0.021549761,-0.3447474,0.12432672,0.05014419,-0.13221395,0.22834727,-0.046097144,0.11448281,-0.05661135,-0.21081899,-0.16619597,-0.13603696,-0.019829577,-0.08094822,-0.23596497,0.10191604,0.050362866,-0.09381944
14.0,0.22567502,-0.2937253,-0.09383321,0.42127407,0.066658534,0.038110893,-0.12499996,-0.08038246,-0.040965088,0.0023940122,-0.029466346,0.113268964,-0.12782755,0.036684584,0.1217808,0.24665445,-0.42184013,-0.21629514,0.1751202,0.050661106,0.09330459,0.38227272,0.14169608,-0.22082818,-0.34559518,0.07064204,-0.025854792,-0.027873183,0.15153606,-0.31059954,0.1445397,-0.032158464,0.16882408,0.15087382,0.016103586,0.31892437,0.37695366,-0.057190306,-0.3775908,0.5182302,-0.041934535,0.0051585785,0.023578253,0.029917128,0.07273456,0.12551714,0.10526111,0.19222544,-0.0010747624,0.20862462,-0.28662315,0.079760484,0.39425036,-0.004771669,0.095577106,-0.26611313,0.06834684,0.28511354,0.08522872,0.30737957,-0.08168772,0.03200178,-0.0036070582,0.25924554,0.3678373,-0.20934048,0.027407665,0.071728185,0.08399017,0.025217485,0.21134162,0.02951248,-0.02343053,-0.2971057,0.16507839,-0.12472541,-0.33129933,0.29282486,-0.49184865,0.39893436,-0.13614976,-0.19853203,-0.10350872,0.42616007,0.07597282,0.45889834,0.15592423,0.27765137,-0.34737223,-0.10457822,-0.11107662,0.30837452,0.40894318,-0.38903534,0.27695826,0.12997766,0.11443013,0.31773213,-0.16400309,-0.13984388,-0.21921721,0.07643738,-0.015691694,-0.1793281,0.17005564,-0.09603547,0.13174443,0.6715473,0.6015803,0.11399866,-0.0335524,-0.014846344,0.13908276,0.061515193,-0.12698029,0.14650148,0.13025734,-0.09664755,0.20467114,0.093902364,-0.09347961,-0.05898386,0.09529874,0.030317448,-0.12478963,-0.4650118,0.10955562,-0.051090922
15.0,0.11178393,-0.016917294,0.089691795,0.07333345,0.19091345,-0.4491805,0.39962438,-0.012438163,0.11717351,0.19013694,0.37006477,-0.13762754,0.0013244749,-0.37826052,0.21565464,0.03605897,0.07723601,-0.17331348,-0.2605544,0.4185509,-0.116384424,0.20038661,0.008424361,-0.111089684,0.04447997,0.51504487,-0.07221647,0.10549079,0.026168717,0.011217726,-0.2324015,-0.029824512,-0.24433365,0.107688606,-0.13339974,0.13794993,0.31387553,-0.047999453,0.22594573,-0.2316195,-0.2627954,-0.00819469,-0.037824396,-0.3008322,0.21057416,-0.039732687,0.15057805,-0.25153908,-0.05947134,-0.027658869,-0.01661524,-0.08197876,0.111145705,0.10285765,0.20101531,-0.07080072,0.40854576,-0.37831795,-0.050130125,-0.080374844,-0.04987425,-0.13590567,0.35794404,0.01195599,-0.017602598,-0.2092776,0.34706032,0.06299939,0.07172024,-0.0026831487,0.035392407,-0.07191517,-0.04638431,0.3098518,0.06881707,0.19499034,-0.092862785,-0.041581377,-0.012029993,0.02154711,-0.04979735,-0.20508517,-0.2808691,0.10391413,0.0713502,0.1089215,-0.028396603,-0.03893438,0.228112,0.11250679,-0.21002245,-0.25557423,-0.02049214,-0.11448545,-0.123158425,0.042046756,-0.30652264,-0.3168619,0.22466321,-0.10105341,-0.46553278,-0.14391279,0.3239954,0.07863579,-0.002354975,0.06281858,-0.1538274,-0.06667363,-0.046044264,-0.13578002,0.1604685,0.11710267,0.083514854,0.24387002,0.03129415,-0.10342796,-0.067469865,-0.057699602,0.04050604,0.22184594,-0.31272382,-0.18211554,0.17927131,0.012828341,-0.04347259,-0.5093458,0.017595142,-0.14771445
17.0,0.09348068,-0.04048415,0.017727753,0.0011847214,0.08492464,-0.42584717,0.21379082,-0.093053736,0.08942019,0.05505821,0.2535558,-0.0033213831,0.14851914,-0.41590846,0.19656616,0.10150638,-0.09084489,-0.14003508,-0.18733065,0.40137213,0.13457574,0.33903804,-0.03543979,-0.19054797,0.16502972,0.59517574,-0.07357448,0.039338775,0.057602897,-0.039764747,-0.31880328,0.057875317,0.049396973,0.23877218,-0.18181175,0.29663607,0.35628268,-0.06519724,0.18315643,-0.17216516,-0.26534986,-0.08710151,-0.16716878,-0.07114863,0.03936016,-0.066382535,0.12841353,-0.10781483,-0.16952452,-0.048425034,0.09052936,-0.010802378,0.2156544,-0.043170087,0.12889627,0.19320348,0.30847067,-0.4169798,0.09357636,0.033357475,-0.17919198,-0.036107328,0.21457602,0.10543111,-0.0427214,-0.18023475,0.48444596,0.012875429,0.1124636,0.31094274,-0.025545133,-0.0075864024,-0.14420268,0.059547536,0.03665582,0.06537224,0.01658907,-0.027372986,-0.02202588,-0.01703067,-0.1857611,-0.20180008,-0.18076286,-0.00091187283,0.034459215,0.028452907,-0.17932045,-0.07665192,0.26386368,0.30687916,-0.13877384,-0.17368917,-0.052264884,-0.07004289,-0.07104578,0.087893374,-0.34043518,-0.1919079,0.37788025,0.0649788,-0.43673858,-0.029792314,0.27889282,0.09109241,-0.085598975,0.2113897,-0.22455227,-0.12212235,-0.11401757,-0.12321456,0.22705,0.09339626,-0.059556182,0.2836553,0.13912062,-0.09295059,-0.032572873,-0.05608703,0.0105147725,0.20239186,-0.33157805,-0.14446557,0.16334827,0.12679401,-0.040643483,-0.47212306,-0.11546026,-0.058496926
18.0,-0.0056107137,0.1296734,-0.10601612,0.12820795,0.14226145,-0.27826563,0.6121745,0.045431115,-0.041969385,0.011184143,0.008891403,0.0010717226,0.088233136,-0.24427144,0.16672458,-0.091983154,-0.01718667,-0.116843626,-0.14435923,0.22969826,-0.09035801,0.22267544,-0.33394462,-0.28827423,-0.11361451,0.29847455,0.002318835,-0.1556453,0.01835796,-0.17067197,-0.13241361,-0.17370073,-0.20970908,0.066568755,-0.09219485,0.33985445,0.354555,0.037749268,0.045980267,-0.41646737,-0.20201685,0.029668625,-0.024777222,0.09086821,0.12513387,-0.24856009,-0.08885466,-0.1862615,0.15555678,0.027516088,-0.090350114,0.08958295,0.4926259,0.25801393,-0.04956201,-0.12538157,0.2151817,-0.2019706,0.090869434,0.043099385,-0.09011057,-0.03760153,0.08782401,-0.35595408,-0.121345006,-0.28911754,0.095650546,-0.21230248,0.13619794,-0.04699843,0.4166735,-0.31206614,-0.2093291,0.07772412,0.07961761,0.29862913,-0.13622984,-0.22685075,0.2559958,0.04023587,-0.030352091,-0.07187984,-0.35035926,0.2089355,-0.01006605,0.18107155,-0.22018345,-0.27143404,0.18529142,0.10491944,-0.23944181,0.104765125,-0.17610477,-0.22371164,-0.08013169,0.2826564,-0.33227733,-0.4144776,0.15103665,-0.22423299,-0.49104053,-0.21613759,0.18142247,0.13352464,0.12670615,0.24583308,-0.18173566,-0.034622964,0.021430952,0.01688416,0.07232757,0.1917932,-0.012115958,0.3357038,0.23936996,-0.14392543,-0.10932888,-0.27244097,-0.32108763,0.21143234,-0.25039634,-0.13286938,-0.23419884,-0.06414475,-0.028966235,-0.23649105,0.16005072,-0.12218229
21.0,-0.13490859,-0.14486374,-0.13207763,0.33148053,0.11223049,-0.096279636,0.5142592,0.016198805,-0.14195485,0.35479945,0.02315693,0.2568376,-0.010232081,-0.09454451,0.015193036,0.06905867,-0.019416261,0.09391455,0.07143752,-0.17475678,-0.1171497,0.08903395,-0.24757126,-0.19058517,-0.074283294,0.4977436,-0.07144509,-0.113912165,-0.061134532,0.16537245,-0.04088785,-0.06588369,-0.10884186,0.27757427,-0.25527194,0.028507512,0.24712604,0.007075937,0.11516975,-0.20111398,-0.28725344,0.1377989,-0.016694235,0.15413466,0.14845872,0.057392113,-0.06439636,-0.102409564,0.13619372,0.067938864,0.23501064,-0.19449866,0.22502874,-0.15476494,0.10465045,0.05839539,0.20381124,-0.14565259,0.02071711,0.061127115,-0.34004945,0.16595124,-0.028488798,0.05645245,0.008681018,-0.07623755,-0.009113292,0.07038001,0.1983891,-0.16608971,0.13149396,-0.03980931,-0.25194755,-0.11419083,0.079107694,0.047999796,0.067608505,0.15960018,0.21919194,0.13530247,-0.16676128,-0.019233834,-0.08912855,0.29022366,0.24583676,0.0064240233,-0.3222488,-0.1751684,0.14419687,0.30394116,-0.056924786,0.023415135,-0.10522583,-0.3719771,0.24853395,0.12069985,-0.07459388,-0.17115329,0.15518804,0.07456851,-0.30462497,-0.16238238,0.017852481,0.25095078,0.12916583,-0.0147014465,-0.056729022,-0.13754979,-0.07666235,-0.10465245,0.057177734,-0.17589214,-0.24670734,0.13098405,0.06462885,-0.2646909,0.0576262,-0.31828564,0.26234895,0.04645941,-0.15076695,0.019090278,-0.0300463,-0.058899146,-0.08316867,-0.4091694,0.22290078,-0.18502998
